job,name,course,hobby,comment
<s>外務</s>,しゅーと,工学部<br>電気情報工学科,ゲーム,老害オブザイヤー受賞
,こにちゃん,工学部電気情報工学科,プログラミング、IoT、raspberryPi,基本眠たい
